userid,avg_score,std_score,total_items,distinct_foods,cluster
-2108760457,32.27272727272727,28.48891331409785,11,10,1
-2108682533,30.3125,27.8871983772722,18,13,1
-2108515332,27.866666666666667,27.957767822363703,70,16,0
-2108305391,8.0,10.44030650891055,3,3,2
-2107467975,30.1,31.039222498853498,24,7,1
-2107241435,28.875,25.837058103208488,16,7,1
-2107225160,1.0,0.0,2,1,2
-2107061519,12.666666666666666,20.207259421636902,3,3,2
-2107024534,4.0,0.0,1,1,2
-2106777424,1.0,0.0,6,4,2
-2105162598,29.5,7.7781745930520225,4,2,2
-2104009779,31.0,31.981765638146584,17,11,1
-2103831341,19.666666666666668,22.105806175452337,6,4,1
-2103813484,37.666666666666664,28.040149785619903,9,6,1
-2103549663,53.714285714285715,25.93722220667277,45,14,0
-2103398927,7.068965517241379,11.680053309818282,33,17,0
-2103395384,13.5,17.67766952966369,2,2,2
-2103204480,4.0,5.196152422706632,9,3,2
-2102149220,74.0,0.0,2,1,3
-2101958830,7.8,9.311283477587825,5,4,2
-2101806502,34.25,35.8643276808586,4,4,1
-2101573227,59.57142857142857,20.032117069489043,19,4,3
-2100878989,14.5,25.5800703673778,26,21,0
-2100152606,41.24390243902439,27.36309603079016,67,25,0
-2099222360,21.53846153846154,28.692668589192447,25,11,1
-2099222274,37.666666666666664,30.64718584144391,11,8,1
-2099123873,53.76470588235294,29.35031816642859,33,7,1
-2098359694,12.666666666666666,27.277474334340525,12,6,1
-2098232205,7.088235294117647,10.29965473695768,64,3,2
-2098093210,8.666666666666666,10.79461947100543,37,9,2
-2098062743,10.818181818181818,9.075441386711523,15,8,2
-2097725406,28.333333333333332,18.583146486355137,3,3,1
-2097409697,12.666666666666666,20.207259421636902,3,3,2
-2096747698,9.8,16.34625339336204,7,3,2
-2096455389,10.923076923076923,17.656262054681612,19,9,1
-2094855454,15.8125,18.443494788136007,16,6,1
-2094619611,42.2,30.983149542219806,14,10,1
-2094539664,33.18181818181818,31.770483728826612,13,7,1
-2093971057,25.612903225806452,30.779514203828104,44,21,0
-2093580003,44.65277777777778,26.320965628409105,242,16,0
-2093477738,46.9,21.455121118796374,16,10,1
-2093340619,31.6875,31.07779217812402,26,11,1
-2093174235,74.0,0.0,1,1,3
-2092914563,10.25,16.67932852365466,24,13,0
-2092895583,1.0,0.0,13,3,2
-2092862596,1.0,0.0,3,2,2
-2092498511,5.1875,7.799305524639143,28,13,2
-2090323682,38.0,0.0,1,1,3
-2089466801,71.33333333333333,4.618802153517004,3,2,3
-2089415752,25.88235294117647,27.622188438240133,19,16,0
-2089365395,61.5,17.67766952966369,2,2,3
-2089106900,27.22222222222222,22.812678506777647,48,6,0
-2089014001,1.0,0.0,4,4,2
-2088874112,6.0,5.621387729022079,6,5,2
-2088559173,14.090909090909092,26.767347815779377,13,10,1
-2088146779,19.25,33.015492231265114,12,8,1
-2087874184,21.379310344827587,27.542712016460452,49,24,0
-2087470183,22.142857142857142,24.354524367001243,9,5,1
-2087384705,7.666666666666667,11.003029885748136,7,6,2
-2086416963,10.5,19.0,4,2,2
-2085833484,38.84,26.990245151412267,51,19,0
-2085659903,14.722222222222221,16.484593718540943,48,9,0
-2085441162,1.0,0.0,1,1,2
-2084968242,42.333333333333336,31.42261848383983,25,13,1
-2084737930,12.583333333333334,21.99362855396301,16,9,1
-2084675942,20.666666666666668,23.028967265887832,3,3,1
-2084443386,18.818181818181817,29.023501449060834,18,10,1
-2084351359,25.5,30.547387075539817,8,8,1
-2083865805,74.0,0.0,1,1,3
-2082619024,16.5,19.05255888325765,6,4,1
-2082315464,54.30769230769231,23.271529871585635,15,10,1
-2081859241,39.21052631578947,32.20348315765517,25,12,1
-2081207745,9.0,22.086194783167155,15,11,1
-2081175098,5.0,0.0,1,1,2
-2081011699,1.0,0.0,5,4,2
-2080672175,6.526315789473684,14.788766085755137,19,8,2
-2080227212,74.0,0.0,1,1,3
-2080170056,19.1875,27.213278009089606,22,13,1
-2079618258,43.714285714285715,35.264983306660554,40,25,0
-2079560447,13.142857142857142,27.205566657264413,7,6,1
-2079252184,30.428571428571427,29.566148596953624,33,15,0
-2079106615,29.5,28.16993884525585,20,11,1
-2078185128,1.0,0.0,3,3,2
-2077371384,37.5,51.61879502661797,2,2,1
-2076770005,1.0,0.0,1,1,2
-2076308901,55.166666666666664,25.458819987413303,24,8,1
-2076229548,42.0625,33.55288114802264,22,14,1
-2075606357,8.285714285714286,19.55437614381053,18,10,1
-2075042324,13.5,16.33644117746664,38,17,0
-2075037088,45.0,28.1543365517049,13,7,1
-2074929962,42.72222222222222,27.533520865334857,24,11,1
-2074889573,39.6,30.385851970942003,7,5,1
-2074701531,36.875,29.59334898837619,28,20,0
-2074062621,16.0,0.0,1,1,2
-2073013084,13.166666666666666,29.802125203862,8,5,1
-2072336738,44.42857142857143,23.006210341681964,13,7,1
-2072264277,74.0,0.0,2,1,3
-2072182743,11.35,18.149307656796516,34,14,0
-2071359845,19.25,36.5,8,3,1
-2070828772,19.583333333333332,24.663032082758022,14,12,1
-2070460826,9.5,16.04680653588121,8,6,2
-2070112912,61.61538461538461,20.90564885015899,114,14,0
-2069918823,18.565217391304348,25.446603786532588,35,22,0
-2069685022,37.5,51.61879502661797,2,2,1
-2068898284,33.9375,27.55229875467139,22,15,0
-2068223406,36.65853658536585,30.5717269352727,69,36,0
-2067898387,39.5,29.77135088190211,16,4,1
-2067458176,42.68421052631579,29.105273732853423,31,6,1
-2067354318,12.8,20.006249023742555,35,16,0
-2067337993,65.6875,9.734603227661621,56,4,3
-2067212746,29.142857142857142,30.29403524505396,31,13,0
-2067041036,14.0,18.01784829392392,49,19,0
-2066904951,1.0,0.0,9,4,2
-2066523410,25.7,24.796222123116806,50,17,0
-2065759271,1.0,0.0,1,1,2
-2065472670,30.4,32.397530770106535,12,9,1
-2065259324,19.444444444444443,29.627314724385297,13,8,1
-2065125154,51.0,31.464265445104544,24,9,1
-2065071056,16.2,20.813457185196313,9,3,1
-2064853309,70.5,4.949747468305833,4,2,3
-2064355071,26.0,30.224162519414826,5,5,1
-2063806054,4.25,9.192388155425117,10,6,2
-2063570598,16.0,0.0,1,1,2
-2063296822,27.166666666666668,25.208275285253908,78,21,0
-2063037791,44.833333333333336,27.440238094205135,8,4,1
-2062583747,14.636363636363637,20.563427376158515,17,8,1
-2062491716,37.5,51.61879502661797,2,2,1
-2062385119,37.5,51.61879502661797,2,2,1
-2062302431,12.0,0.0,1,1,2
-2062229915,15.933333333333334,23.858112327037187,25,11,1
-2062111764,27.666666666666668,40.27819923151149,5,3,1
-2062082704,21.333333333333332,27.406116800729684,21,12,1
-2061893949,1.0,0.0,6,3,2
-2061857079,26.75,32.37668914512415,10,4,1
-2060995163,6.612903225806452,12.940060327924389,37,17,0
-2060655046,20.0,0.0,1,1,2
-2060633500,18.666666666666668,19.075289425501953,6,4,1
-2060584326,16.772727272727273,26.073032625742453,30,12,0
-2060560503,23.272727272727273,24.036047964080986,30,14,0
-2060320429,23.0,29.991665508937647,7,5,1
-2060041611,44.0,43.840620433565945,2,2,1
-2059930022,49.42857142857143,33.71378127144815,9,5,1
-2059204817,18.53846153846154,21.006409278342428,19,12,1
-2059003477,46.57142857142857,30.065800853334693,13,4,1
-2058775648,52.3,28.91202627208779,26,11,1
-2058692709,50.80555555555556,29.891058810711222,46,14,0
-2058104155,18.333333333333332,20.526405757787536,3,3,1
-2057674645,34.5,31.079921789823384,18,11,1
-2057620340,1.0,0.0,1,1,2
-2057228453,22.0,25.66542977848385,21,11,1
-2057033892,34.75,30.247839892822398,12,12,1
-2055944430,20.11111111111111,31.35858911225298,31,6,1
-2055589656,13.266666666666667,17.38006520893022,27,13,0
-2055105203,18.2,25.15198247101453,10,9,1
-2054658677,20.0,21.939310229205777,8,2,1
-2054128405,19.25,36.5,6,3,1
-2053970734,7.142857142857143,16.25247233939677,7,6,2
-2053634823,37.5,51.61879502661797,2,2,1
-2052737054,27.6,35.45638948843432,12,9,1
-2052618558,5.6,10.285912696499032,7,5,2
-2052572025,1.0,0.0,1,1,2
-2052395645,31.0,26.38181191654584,4,4,1
-2052361827,11.0,13.085517537750246,18,7,2
-2052314980,17.4,25.145576151681233,5,5,1
-2052076961,12.5,16.263455967290593,4,2,2
-2052076870,1.0,0.0,1,1,2
-2051806271,9.75,21.170841869291486,14,10,1
-2051693632,30.7,30.059385666820717,16,10,1
-2051114658,27.5,20.506096654409877,2,2,1
-2050923221,46.0,3.4641016151377544,8,2,3
-2050782127,37.5,51.61879502661797,2,2,1
-2050569937,1.0,0.0,8,6,2
-2050506698,63.07142857142857,24.405120161758887,16,11,1
-2049483883,57.75,25.424129555136464,18,8,1
-2049346029,1.0,0.0,1,1,2
-2048713645,19.636363636363637,20.37779540221526,15,7,1
-2048112976,5.823529411764706,7.273541899563505,21,12,2
-2047981765,12.5,7.7781745930520225,4,2,2
-2047440042,29.5,40.30508652763321,2,2,1
-2047401990,48.5,30.869798257268293,14,10,1
-2047305915,15.23076923076923,20.380357562098226,17,12,1
-2046751810,32.333333333333336,36.22614157391501,5,3,1
-2046270702,20.625,26.11478781949306,10,6,1
-2046141622,26.652173913043477,29.708597922383245,27,16,0
-2046102603,10.0,16.049922118191105,15,10,2
-2046002559,20.555555555555557,27.313509071113103,11,9,1
-2044771956,27.181818181818183,29.58992457515964,13,10,1
-2044726712,23.40740740740741,32.53904076319973,43,15,0
-2044429117,15.222222222222221,21.92001778026604,38,19,0
-2043966689,26.083333333333332,28.9904634267369,24,11,1
-2043821551,50.869565217391305,27.713312107797393,27,12,1
-2043652058,1.0,0.0,1,1,2
-2043453101,26.72222222222222,27.71664514873064,26,12,1
-2043094983,49.375,21.35688803797657,46,11,0
-2042956165,19.526315789473685,26.198745561683825,29,14,0
-2042831484,1.0,0.0,5,1,2
-2042642986,49.1,22.97559091248314,28,5,1
-2041892467,40.0,21.870832936432333,13,4,1
-2041412731,15.533333333333333,20.73433489837957,46,16,0
-2041398420,24.181818181818183,29.525643707862432,13,8,1
-2041332736,44.0,0.0,1,1,3
-2041204842,38.0,0.0,1,1,3
-2040914170,18.0,22.6806920772592,44,23,0
-2040652702,2.142857142857143,2.4142434484888695,21,4,2
-2040560499,20.0,7.0710678118654755,2,2,2
-2040407455,58.333333333333336,28.604937060626863,12,7,1
-2040118970,10.533333333333333,25.15911271052603,15,9,1
-2040092640,40.0,19.806203934265504,14,5,1
-2039983077,28.8,14.567086187704115,5,3,1
-2039899335,30.333333333333332,34.90367697917608,8,6,1
-2039848178,36.83098591549296,26.04665370088996,189,29,0
-2039795999,20.8,27.127784035314548,41,13,0
-2039586998,19.0,27.492423198643902,27,11,1
-2039584477,42.333333333333336,33.542439358151015,31,13,0
-2038612077,48.25806451612903,29.704060038918904,49,18,0
-2037445678,44.0,31.11269837220809,2,2,1
-2037318131,24.0,24.727081741050064,14,4,1
-2037227392,18.75,21.076391667320234,10,8,1
-2037203964,50.38709677419355,23.168480628294468,77,23,0
-2036832444,1.0,0.0,1,1,2
-2036481691,23.0,34.698703145794944,5,3,1
-2035974439,11.5,16.153431008096494,22,9,1
-2035885614,24.285714285714285,28.18190519144829,16,14,1
-2035619735,33.9375,28.17201625727204,28,13,0
-2035510990,5.6,7.797435475847171,9,4,2
-2035131132,74.0,0.0,2,2,3
-2035094017,26.0,27.2213151776324,9,3,1
-2034563243,32.09090909090909,28.465609234493982,17,8,1
-2034467495,35.36363636363637,30.725470630318185,17,11,1
-2034170119,34.857142857142854,32.523983824395245,11,7,1
-2033649247,40.0,0.0,1,1,3
-2033624073,16.0,10.23067283548187,6,4,2
-2033328739,1.0,0.0,1,1,2
-2032622136,34.333333333333336,26.962375580977596,14,10,1
-2032580558,22.846153846153847,25.059416572904464,17,9,1
-2032439575,64.5,24.748737341529164,2,2,3
-2032301582,52.666666666666664,29.005746557076122,3,3,1
-2032065599,58.0,12.727922061357855,4,2,3
-2031698389,27.11764705882353,28.095556483501923,21,11,1
-2031243312,30.925925925925927,29.845661875112313,41,18,0
-2031212478,28.6,20.111746640736516,97,16,0
-2030283881,50.0,11.313708498984761,2,2,3
-2028740426,11.666666666666666,12.754084313139328,10,4,2
-2028727092,38.05357142857143,31.47028592345319,94,39,0
-2028358943,1.0,0.0,1,1,2
-2028266861,43.44444444444444,24.964026405591806,20,12,1
-2027902621,17.958333333333332,22.08182248044692,24,17,0
-2027515553,67.0,0.0,1,1,3
-2027435414,37.1875,34.46393042007832,22,6,1
-2027279688,1.0,0.0,1,1,2
-2026980595,1.0,0.0,1,1,2
-2026086987,1.0,0.0,1,1,2
-2025854608,50.5,33.23401871576773,4,2,1
-2025170322,30.46153846153846,30.90203710818912,19,10,1
-2024245829,32.724137931034484,29.435033247238053,45,28,0
-2023765739,26.833333333333332,23.358211845217532,20,12,1
-2023420466,17.7,29.88886823625887,10,5,1
-2023341557,35.166666666666664,29.895930603790653,12,6,1
-2021994394,10.285714285714286,18.41165421652848,26,12,0
-2021956407,44.22222222222222,32.629655904475065,15,9,1
-2021862346,38.1875,32.94079284615556,16,13,1
-2021797496,9.75,10.111874208078342,6,4,2
-2021674023,11.5,18.407958636863313,26,12,0
-2021410078,1.0,0.0,3,3,2
-2021344786,17.0,21.631948050755582,57,12,0
-2021332672,35.1764705882353,26.458052091926735,48,18,0
-2021186550,42.96296296296296,22.389010837189886,51,11,0
-2020881659,32.583333333333336,31.146160812102245,16,12,1
-2020228755,27.0,0.0,1,1,2
-2020181566,30.571428571428573,31.660978860698265,14,13,1
-2020020436,13.5,20.41409547635278,26,10,1
-2019752346,12.272727272727273,18.55850699324118,19,4,2
-2019491312,22.32,29.48406349199513,26,19,0
-2018898970,47.73684210526316,31.55742931591925,29,12,1
-2018411486,42.333333333333336,14.151560573543351,18,5,1
-2018190471,1.0,0.0,2,2,2
-2018119614,66.5,10.606601717798213,4,2,3
-2017865561,42.166666666666664,36.809871864306544,6,5,1
-2016969063,5.5,9.0,4,3,2
-2016590717,1.0,0.0,3,3,2
-2016274809,34.35294117647059,31.721327952322923,31,11,1
-2016212371,27.384615384615383,27.654229518401163,15,11,1
-2015773158,4.2,4.868264577855234,5,5,2
-2015383931,29.333333333333332,33.90058996536786,9,5,1
-2014950519,74.0,0.0,1,1,3
-2014905852,1.0,0.0,1,1,2
-2014440539,32.77777777777778,34.01388605326425,13,9,1
-2014354976,30.166666666666668,27.603798596745644,12,12,1
-2014248614,11.916666666666666,20.500369545819204,12,12,1
-2013337992,26.5,29.827065664490803,16,10,1
-2013024011,1.0,0.0,5,3,2
-2012687536,20.1,26.05741523806398,12,7,1
-2012369655,37.90909090909091,35.73640873242454,17,9,1
-2012330171,33.46666666666667,28.46016430699149,17,9,1
-2012215423,25.869565217391305,32.352187431772734,43,13,0
-2012115891,43.25,36.72760088362248,6,4,1
-2011334991,17.833333333333332,29.708023607548633,8,5,1
-2010810574,6.888888888888889,15.086785976844476,17,7,2
-2010664791,31.0,29.086079144497972,14,7,1
-2009819397,4.967741935483871,9.67982049064872,35,12,0
-2009680553,34.0,27.844808013942803,6,3,1
-2009443182,4.625,6.045954964153424,18,5,2
-2009197282,1.0,0.0,1,1,2
-2009175182,21.176470588235293,27.01442969534441,25,13,0
-2008956868,26.307692307692307,27.783042236181338,15,10,1
-2008900536,34.875,31.135992034942454,26,14,0
-2007703531,6.777777777777778,9.523363084774434,9,9,2
-2007017838,15.333333333333334,16.921386861996073,5,3,2
-2006594905,26.303030303030305,21.149002412177815,43,25,0
-2006152621,47.5,29.789739364898303,20,6,1
-2005549355,18.214285714285715,30.33195464402966,16,9,1
-2005403266,23.77777777777778,30.439053002884606,26,16,0
-2005330248,34.44444444444444,32.47663815951076,26,11,1
-2005307610,1.0,0.0,1,1,2
-2005239016,30.37037037037037,31.723745229654263,55,21,0
-2005229501,37.714285714285715,34.97482087499656,13,7,1
-2004498554,36.333333333333336,36.163029545135636,18,12,1
-2004387143,33.125,35.29644862750764,8,6,1
-2003832111,1.0,0.0,1,1,2
-2003811684,16.333333333333332,25.48855952514121,21,11,1
-2003761039,14.181818181818182,26.761233834852167,13,9,1
-2003760666,14.461538461538462,14.151651167592805,19,9,2
-2003596228,35.8,28.700754926191983,18,9,1
-2003523895,33.84615384615385,25.07603820996635,25,7,1
-2003335738,24.666666666666668,23.61036372786999,30,22,0
-2002147713,39.291666666666664,28.04883810143621,26,21,0
-2001901862,10.909090909090908,16.32454927680728,13,6,2
-2001728501,22.166666666666668,23.268524715250912,34,10,0
-2001378165,49.785714285714285,20.33253766533061,18,10,1
-2001334848,1.0,0.0,2,2,2
-2001332167,21.0,32.29551052391028,9,6,1
-2000864053,25.9375,23.350856515340073,30,13,0
-2000686811,21.434782608695652,22.227800134386424,35,19,0
-2000531311,74.0,0.0,1,1,3
-2000386160,29.5,20.506096654409877,2,2,1
-1999497241,15.055555555555555,20.78311594772863,38,12,0
-1999429913,1.0,0.0,9,4,2
-1998984972,20.0,32.23662513353406,16,10,1
-1998592789,9.5,12.020815280171307,4,2,2
-1998553663,42.2,31.964042297556798,5,3,1
-1997659020,27.733333333333334,29.98957673331983,152,19,0
-1997614978,25.333333333333332,42.146569650842686,3,2,1
-1997268451,40.19230769230769,25.681151423982886,34,18,0
-1997015253,1.0,0.0,1,1,2
-1996906931,19.833333333333332,27.730248225839354,10,6,1
-1996801905,31.0,32.65840517495349,10,8,1
-1996727847,37.5,51.61879502661797,2,2,1
-1996395828,19.533333333333335,19.29421329483705,37,6,1
-1996286774,29.0,0.0,1,1,2
-1995984572,43.5,27.56460941692612,30,6,1
-1995848529,27.444444444444443,29.034940636718684,17,8,1
-1994764466,51.31578947368421,24.855253483539336,31,14,0
-1994669121,13.666666666666666,21.93931022920578,3,3,1
-1994194431,16.5,27.958477615711395,18,15,0
-1993574396,38.43478260869565,27.47862985693117,37,10,0
-1992633322,1.0,0.0,1,1,2
-1992183747,19.333333333333332,28.53811911153646,20,10,1
-1992159965,20.94736842105263,24.629417109109646,35,19,0
-1991488514,22.55,29.340962923243637,22,15,0
-1991190608,10.461538461538462,15.186292562089553,97,28,0
-1990023734,1.0,0.0,1,1,2
-1989909722,13.666666666666666,21.93931022920578,9,2,1
-1988560529,58.0,38.0,4,2,1
-1988401048,1.0,0.0,1,1,2
-1988082986,15.44,27.949478230073158,43,6,1
-1987762514,1.0,0.0,5,3,2
-1987495653,47.81818181818182,33.61217650035339,33,15,0
-1987225657,34.55555555555556,28.90190757437835,28,14,0
-1987100049,11.11111111111111,17.407631689165562,41,12,0
-1987088332,38.5,31.502747132957737,18,14,1
-1986009364,1.0,0.0,6,3,2
-1985535063,74.0,0.0,1,1,3
-1985464725,24.16,27.62498868778049,35,12,0
-1985413248,33.0,33.87582365893748,59,18,0
-1985330536,49.375,33.153054157950514,10,8,1
-1985087849,26.076923076923077,31.252897301587733,17,12,1
-1984424642,23.0625,22.985412040393502,28,14,0
-1984272940,32.833333333333336,31.193919376388184,14,12,1
-1984241782,43.75,26.677254842391974,58,22,0
-1984206109,1.0,0.0,3,3,2
-1983365195,1.0,0.0,1,1,2
-1983364194,11.857142857142858,14.976171549689,26,12,0
-1982674847,28.8125,28.612861327265634,26,16,0
-1982322463,74.0,0.0,2,2,3
-1981932939,22.047619047619047,27.071158435641777,25,14,0
-1981879853,46.13333333333333,31.222397333294175,23,14,0
-1981101774,15.6,27.289395579805557,12,9,1
-1980438415,47.0,25.662646562103227,14,5,1
-1979988329,14.0,21.863211109075447,15,8,1
-1979967264,37.8125,24.64743056250151,28,13,0
-1979557651,1.0,0.0,1,1,2
-1979537289,26.0,0.0,1,1,2
-1979429107,34.23529411764706,30.214916456455548,19,16,0
-1979209839,41.0,34.64101615137755,3,2,1
-1979054345,14.142857142857142,13.396872413970003,9,5,2
-1979036748,10.285714285714286,13.847680013570567,26,9,2
-1978896297,27.0,0.0,1,1,2
-1978468368,62.1578947368421,24.21721875464906,19,7,1
-1978401529,3.875,8.131727983645296,8,7,2
-1977825944,74.0,0.0,1,1,3
-1977704449,13.8,22.33574969159787,17,13,1
-1977473333,19.75,16.012069311502607,12,10,1
-1977045626,10.5,13.435028842544403,2,2,2
-1976650018,74.0,0.0,1,1,3
-1975951113,16.714285714285715,26.862081612775814,7,6,1
-1975622724,39.0,0.0,1,1,3
-1975133722,74.0,0.0,1,1,3
-1974922183,32.15384615384615,41.0159443668885,13,7,1
-1974319161,1.0,0.0,1,1,2
-1974223012,72.0,0.0,1,1,3
-1973964831,1.0,0.0,1,1,2
-1973821436,19.75,30.22179913335973,10,8,1
-1973249505,1.0,0.0,1,1,2
-1972571852,9.75,12.13907504125182,10,7,2
-1970860700,34.8,36.995945723822224,5,3,1
-1970467371,28.071428571428573,32.948594660620806,18,9,1
-1970413362,34.55263157894737,23.345463554260387,118,16,0
-1970394948,23.666666666666668,25.78888649528449,6,6,1
-1970374512,9.375,12.374368670764582,14,6,2
-1970068591,10.125,25.809397513308983,14,7,1
-1969662565,17.2,25.98406104848564,25,12,1
-1969661408,30.166666666666668,33.65957020917924,6,5,1
-1969477415,8.0,15.652475842498529,5,4,2
-1968522611,12.5,16.263455967290593,4,2,2
-1968358134,23.272727272727273,23.435404451773003,15,9,1
-1968192020,14.5,27.0,6,4,1
-1966959527,18.733333333333334,12.41811273139054,25,10,1
-1966851771,12.772727272727273,17.639057901043458,22,6,1
-1966761658,4.0,4.242640687119285,4,2,2
-1966667181,1.0,0.0,4,2,2
-1966651672,15.75,16.30731649992026,8,5,2
-1966277210,27.4,30.775892441252708,16,9,1
-1965968166,37.5,31.027975991315436,20,16,0
