userid,avg_score,std_score,total_items,distinct_foods,cluster
-1418650832,6.4,9.889388252060893,7,4,2
-1416988954,24.176470588235293,26.60647311773407,23,15,0
-1416426569,9.714285714285714,23.055832853562862,9,4,1
-1416356797,16.0,13.279056191361391,13,5,2
-1415699004,31.866666666666667,34.71695071095194,17,8,1
-1414570522,27.7,31.322870593581015,14,9,1
-1413537460,48.75,34.46133098609706,4,3,1
-1413321896,14.5,27.07560221480065,34,15,0
-1412473046,35.86206896551724,26.827123984519627,75,23,0
-1412413144,1.0,0.0,1,1,2
-1411347373,39.714285714285715,38.964339853509394,34,10,1
-1411237937,8.25,13.220654835737687,16,6,2
-1411060548,2.2,2.6832815729997477,9,4,2
-1410604436,31.583333333333332,33.22501339580641,14,9,1
-1410557713,1.0,0.0,6,2,2
-1409849941,13.166666666666666,29.802125203862,6,6,1
-1409804579,24.4,27.35997845490072,32,17,0
-1409748803,45.42857142857143,22.40780868603376,26,8,1
-1409689102,74.0,0.0,4,1,3
-1409540324,27.0,0.0,1,1,2
-1408782892,34.0,32.36664950222682,13,9,1
-1408665339,1.0,0.0,1,1,2
-1407727464,39.57142857142857,28.55147655002825,28,14,0
-1407576473,39.69565217391305,28.160957471146105,25,14,0
-1407551001,1.0,0.0,1,1,2
-1407336550,26.16216216216216,25.066038903390908,55,18,0
-1407151731,74.0,0.0,1,1,3
-1407142677,25.764705882352942,25.116054158059708,27,15,0
-1406986095,1.0,0.0,2,2,2
-1406891035,1.0,0.0,2,2,2
-1406630460,2.0,1.1547005383792515,6,3,2
-1406485701,43.666666666666664,20.558858593479034,8,4,1
-1406365518,51.96,23.085854254644048,31,12,0
-1404563228,19.0,31.176914536239792,3,3,1
-1404378999,2.857142857142857,4.913538149119954,9,6,2
-1404136585,29.22222222222222,34.41939052982264,11,6,1
-1401682841,52.0,31.11269837220809,2,2,1
-1401680372,1.0,0.0,2,2,2
-1401488071,37.5,23.449946695035365,10,6,1
-1401101784,4.857142857142857,5.429197958832454,7,7,2
-1400832283,11.526315789473685,18.19758354242743,27,17,0
-1400398440,16.8,32.08114711166046,7,5,1
-1400258363,1.0,0.0,1,1,2
-1400239470,42.0,33.075670817082454,6,6,1
-1400015082,54.0,0.0,1,1,3
-1399969975,82.0,0.0,1,1,3
-1399847612,29.24137931034483,32.085438589150186,31,17,0
-1399614048,24.0,39.83716857408418,3,3,1
-1399527099,30.96,22.77147338228249,47,24,0
-1399151142,29.0,28.242150194683262,24,17,0
-1399055878,59.22222222222222,35.88445965100275,11,4,1
-1398845995,29.384615384615383,29.858435220991637,38,5,1
-1398302813,1.0,0.0,4,2,2
-1398192584,41.5,36.062445840513924,4,2,1
-1397976153,42.333333333333336,27.644934874989744,16,11,1
-1397974759,10.0,0.0,1,1,2
-1397789349,74.0,0.0,3,2,3
-1397723313,26.0,31.480152477394387,11,6,1
-1396910223,34.0,34.54272716506327,8,5,1
-1396650972,7.0,11.343133018115703,4,4,2
-1396428628,37.5,51.61879502661797,2,2,1
-1396346423,17.555555555555557,20.600463222154016,36,15,0
-1395859149,25.333333333333332,32.31614663497697,9,3,1
-1395777453,8.285714285714286,12.711075036023844,9,7,2
-1395605138,17.384615384615383,24.033096837273042,21,9,1
-1395536490,15.0,21.082090632917446,31,13,0
-1395414197,40.714285714285715,32.314673064075635,9,7,1
-1395186016,41.0,31.185822989870818,37,16,0
-1395090809,36.8,26.375028061845885,60,14,0
-1394766569,15.909090909090908,28.970517929283023,13,11,1
-1394232059,6.75,11.5,6,4,2
-1394206097,35.708333333333336,30.750721683530795,42,13,0
-1394068913,16.6,22.289010745208053,5,4,1
-1392757719,16.9,27.786687460005016,10,10,1
-1392716712,10.785714285714286,22.024157011415713,30,15,0
-1392702184,14.0,22.516660498395403,3,3,1
-1391567433,38.03703703703704,28.546158951480507,29,21,0
-1391130714,33.166666666666664,29.20212950824121,44,23,0
-1389779792,27.05,30.909843433000944,28,19,0
-1389589410,24.0,0.0,1,1,2
-1389342272,1.0,0.0,3,3,2
-1388708300,74.0,0.0,4,2,3
-1388098692,47.97560975609756,31.875137493725457,67,19,0
-1387689263,74.0,0.0,1,1,3
-1387324170,7.0,14.227475272569585,20,12,2
-1386755247,1.0,0.0,1,1,2
-1386461511,55.0,29.782545223670862,5,3,1
-1386174950,17.571428571428573,27.348805144962782,29,9,1
-1386017682,25.333333333333332,42.146569650842686,5,3,1
-1385999849,1.0,0.0,3,3,2
-1385246779,46.388888888888886,30.669277382478363,20,8,1
-1385062064,37.833333333333336,28.354359399741284,26,9,1
-1384870339,42.142857142857146,25.39309992516715,13,5,1
-1384846604,21.25,23.30057223903882,8,4,1
-1384199443,46.23529411764706,31.860103208724674,19,16,0
-1383322569,36.0,32.863353450309965,9,2,1
-1382877043,15.181818181818182,17.09535265067914,36,21,0
-1382584237,74.0,0.0,1,1,3
-1382446457,1.0,0.0,1,1,2
-1382228122,28.0,37.456641600656084,5,5,1
-1382082788,62.666666666666664,14.742229591663987,3,3,3
-1381997104,21.25,16.45954636879968,10,4,1
-1381215129,16.181818181818183,19.994090035899017,11,5,1
-1381093978,1.0,0.0,5,3,2
-1381052234,46.13333333333333,26.436303843758875,42,22,0
-1380976914,38.0,23.143033509028154,14,4,1
-1380821911,42.5,36.810324638611924,8,4,1
-1380342251,52.666666666666664,23.45776346258668,14,6,1
-1380194251,21.0,27.112559987778894,12,10,1
-1379679320,34.45454545454545,29.710872264811258,34,12,0
-1379377805,35.6,34.02646029195514,9,5,1
-1378562232,44.30769230769231,32.35064300078289,21,9,1
-1377776619,74.0,0.0,4,4,3
-1377403447,1.0,0.0,1,1,2
-1377289061,5.75,9.5,4,3,2
-1377101236,23.272727272727273,32.86058705833147,11,7,1
-1376889962,25.454545454545453,30.55631377781541,50,17,0
-1376344266,33.333333333333336,25.779954627695925,18,11,1
-1376267045,23.285714285714285,16.296362433728227,13,3,1
-1376191667,55.4,0.547722557505166,5,2,3
-1375626171,24.0,25.192591503588243,16,9,1
-1375397169,37.888888888888886,32.62071598096999,13,8,1
-1375064433,15.0,20.459535493079812,88,10,0
-1374766541,26.5,26.94536382346595,24,11,1
-1374646674,25.6,31.97290519591028,24,10,1
-1374527098,27.857142857142858,32.552577926645526,16,11,1
-1374043970,1.0,0.0,1,1,2
-1373811500,40.411764705882355,30.801905021299845,23,12,1
-1373704479,1.0,0.0,1,1,2
-1372130068,39.111111111111114,30.459015643761834,20,16,0
-1371873380,17.857142857142858,21.72884850015889,13,7,1
-1371796648,33.08695652173913,22.843166958192157,35,8,1
-1371665436,1.0,0.0,1,1,2
-1371319733,6.111111111111111,15.333333333333332,13,3,2
-1370820146,12.0,7.7781745930520225,5,3,2
-1370510368,8.666666666666666,13.279056191361391,3,3,2
-1370495202,18.88,31.664017433042194,25,16,0
-1370298032,20.333333333333332,30.364452901377952,17,8,1
-1370268513,17.555555555555557,24.86519209211499,13,7,1
-1369564334,16.88888888888889,20.63034442541159,11,7,1
-1369345581,21.714285714285715,24.246898521503482,28,14,0
-1369261383,25.444444444444443,31.85557687089935,15,8,1
-1368988852,47.5,22.379837864853776,8,6,1
-1368951762,3.5,3.5355339059327378,2,2,2
-1368623745,26.0,26.452788132822597,9,8,1
-1367963381,16.666666666666668,27.976180344476383,6,6,1
-1367919332,6.409090909090909,10.18710244755869,26,9,2
-1367719922,74.0,0.0,1,1,3
-1367478392,34.05882352941177,26.62111612103091,36,14,0
-1367038303,24.043478260869566,18.089369708275846,35,14,0
-1366709185,27.4,29.322725354615695,14,10,1
-1366304415,44.891891891891895,28.003753502168426,91,29,0
-1366278134,42.1875,19.87030867064391,42,8,0
-1365924743,1.0,0.0,1,1,2
-1365856595,39.666666666666664,37.75005518759763,6,5,1
-1365497487,14.777777777777779,14.42894467535462,17,7,2
-1364992028,27.413793103448278,19.553072906797084,89,19,0
-1364630980,46.166666666666664,35.36900714844377,8,6,1
-1364142574,14.0,14.24078649513432,12,2,2
-1363853715,19.1,33.676401232910855,16,7,1
-1363366921,14.8,24.865109776764033,20,18,0
-1363360389,39.69230769230769,33.56399169439682,44,19,0
-1363045868,32.333333333333336,30.003921312349277,21,15,0
-1362548352,74.0,0.0,6,3,3
-1362497785,47.57142857142857,17.61492873348383,15,4,1
-1362460759,1.0,0.0,2,2,2
-1361359647,26.894736842105264,19.084300519426684,35,5,1
-1360995647,41.0,40.53393639902249,11,4,1
-1360314586,9.0,17.888543819998315,5,3,2
-1359926130,17.5,25.037031397042075,32,10,1
-1359876492,18.125,27.147415030848574,8,8,1
-1359219652,48.142857142857146,34.647888687136344,9,5,1
-1359202693,70.25,7.5,6,3,3
-1358366646,30.0,35.787567673704785,13,8,1
-1358297083,51.285714285714285,30.979965167156685,14,12,1
-1357004976,16.0,14.338758663147937,10,4,2
-1356968457,50.09090909090909,25.06174194047391,21,5,1
-1356943974,4.666666666666667,6.3508529610858835,3,3,2
-1356375595,67.2,15.20526224699857,5,4,3
-1356314641,42.1,34.75462862017541,28,18,0
-1356285212,1.0,0.0,5,2,2
-1355736107,13.4,9.50263121456368,9,3,2
-1355625376,1.0,0.0,1,1,2
-1355328753,13.545454545454545,21.402633652724308,13,7,1
-1354577359,1.0,0.0,3,3,2
-1354356501,6.5,7.7781745930520225,4,2,2
-1354316709,13.11111111111111,15.735663669229561,9,8,2
-1353963736,38.03448275862069,33.57984382527783,71,19,0
-1353848412,17.615384615384617,19.66128566106891,32,15,0
-1353818740,29.70967741935484,28.924261498365112,97,7,0
-1353567383,8.642857142857142,19.78580354643253,18,7,1
-1353521664,7.0,0.0,1,1,2
-1353095035,23.333333333333332,32.00416639543462,12,5,1
-1352348384,7.384615384615385,20.101983573511934,13,9,1
-1352287635,7.0,6.928203230275509,4,3,2
-1352158846,28.11111111111111,29.73785246585647,22,12,1
-1351768483,1.0,0.0,1,1,2
-1349964404,11.642857142857142,22.58524754332807,18,11,1
-1349765734,16.3125,22.723611068666,20,11,1
-1349758930,3.0,0.0,1,1,2
-1349742199,9.8,11.631375193367674,18,7,2
-1349336376,29.166666666666668,19.823386861650725,10,6,1
-1349066936,18.9,24.227853575768712,14,8,1
-1348975269,71.35714285714286,9.888665950759702,14,2,3
-1348814354,33.15384615384615,25.438966677933784,27,9,1
-1348143557,29.0625,28.785340597834402,32,15,0
-1348044945,5.6,10.285912696499032,7,5,2
-1347347966,52.666666666666664,12.013880860626733,3,3,3
-1346485948,28.0,31.59600753746733,26,12,1
-1346330948,6.4,17.07629936490925,12,10,2
-1345578976,6.157894736842105,15.87892788815394,23,6,2
-1345282167,52.666666666666664,19.629909152447276,5,2,3
-1344730326,12.5,25.801808722129024,20,11,1
-1344545315,4.111111111111111,6.193634725354015,9,9,2
-1344361851,41.333333333333336,15.17673658377628,5,3,3
-1344271837,21.583333333333332,23.434466975466766,18,12,1
-1344083099,46.666666666666664,36.966200778549045,13,8,1
-1343760054,35.77272727272727,25.5546693490862,26,10,1
-1343679407,1.0,0.0,1,1,2
-1343463023,74.0,0.0,2,2,3
-1343450285,1.0,0.0,4,1,2
-1343330577,37.94444444444444,24.929246283460675,18,15,0
-1342963597,25.4,28.434134416225863,25,10,1
-1342621686,38.666666666666664,24.01735483631229,45,16,0
-1342601167,11.142857142857142,26.83547758365513,7,6,1
-1342523260,33.75,28.100584640588124,12,6,1
-1342436772,50.4,27.07027890510181,9,5,1
-1342250500,35.0,29.444863728670914,3,2,1
-1341658281,23.266666666666666,28.656753546232757,21,8,1
-1341559810,5.666666666666667,11.430952132988164,6,6,2
-1341547405,17.7,23.716145461595474,14,10,1
-1341409169,1.8571428571428572,2.2677868380553634,9,6,2
-1341084937,31.52173913043478,28.290489190823944,33,18,0
-1340834497,25.272727272727273,30.558438798770165,11,10,1
-1340523021,10.777777777777779,21.387950917384405,9,8,1
-1339991145,53.888888888888886,33.41695393744792,20,14,1
-1339945208,14.0,17.208801734660586,15,12,1
-1339765720,10.833333333333334,19.20850506069295,8,6,2
-1339434750,21.6,29.849144519926,21,14,1
-1339204707,29.5,31.22498999199199,4,4,1
-1339018569,4.6,9.24747476199228,20,11,2
-1338838956,1.0,0.0,1,1,2
-1337804894,66.5,10.606601717798213,2,2,3
-1337756514,50.0,27.129319932501073,12,4,1
-1337539254,1.0,0.0,1,1,2
-1337257016,1.0,0.0,1,1,2
-1336268812,39.0,0.0,1,1,3
-1336257305,29.384615384615383,32.873182898012075,110,8,0
-1335884857,30.31578947368421,30.75178880357829,43,10,0
-1335458299,36.142857142857146,32.972849303764924,20,13,1
-1335036771,12.5,15.421845976838615,12,6,2
-1334890688,14.625,11.375883011252984,8,4,2
-1334786495,24.133333333333333,31.210956562140314,23,14,0
-1334438745,19.25,36.5,4,4,1
-1334419347,34.583333333333336,33.50400515732292,116,16,0
-1333951336,51.61538461538461,20.59748553237531,27,9,1
-1333600585,16.166666666666668,28.861161907772647,6,4,1
-1333275190,8.12,17.280335644888382,31,23,0
-1332050784,1.0,0.0,1,1,2
-1331999210,61.0,15.556349186104045,4,2,3
-1331529447,1.0,0.0,4,2,2
-1331195450,32.6,26.38749703931769,9,5,1
-1331068252,1.0,0.0,2,2,2
-1330807594,10.478260869565217,18.598312643935763,33,10,0
-1330644128,26.914285714285715,25.192635978853527,43,24,0
-1329218866,48.69230769230769,27.06284234697893,27,7,1
-1328869378,46.5,31.75426480542942,8,2,1
-1328284788,1.0,0.0,1,1,2
-1327953279,74.0,0.0,6,2,3
-1327558248,37.8,38.16863168158435,10,5,1
-1327419661,52.77777777777778,24.823264177872428,9,8,1
-1327141296,39.94444444444444,30.88017110250948,26,16,0
-1326946836,42.166666666666664,25.724825882144792,8,4,1
-1326851903,21.17391304347826,22.604609694631762,57,13,0
-1326182553,25.444444444444443,27.63463773264233,24,8,1
-1326050450,27.0,24.977323048450703,26,15,0
-1325519791,40.857142857142854,34.07554632200131,11,7,1
-1324758322,50.8,31.83865575051811,5,3,1
-1324755900,39.25,30.032204936256896,22,16,0
-1324533766,32.285714285714285,39.02014131921396,11,4,1
-1324428812,27.857142857142858,31.31442808983435,16,14,1
-1324414100,9.61111111111111,19.620334256578538,26,14,0
-1324277307,1.0,0.0,1,1,2
-1323565162,21.1,27.024474504090218,14,10,1
-1323524404,24.666666666666668,40.99186911246343,3,2,1
-1323279474,46.25,39.67681942898145,4,4,1
-1322917140,12.1,23.918611999863202,16,6,1
-1322905417,61.5,25.0,6,2,3
-1322362925,56.666666666666664,19.53842368257992,13,7,3
-1321823589,23.4,21.13764414498456,5,5,1
-1321715120,21.076923076923077,13.475048166033512,19,3,2
-1321094982,36.15384615384615,29.951310015755894,73,22,0
-1320721015,27.666666666666668,28.242403108328677,21,11,1
-1320691422,23.0,25.269456949951547,12,10,1
-1320432523,29.166666666666668,33.807790029321154,6,5,1
-1320400286,58.94117647058823,24.25250138706133,25,16,0
-1320157713,35.916666666666664,30.970538297295423,14,9,1
-1319883888,7.9,10.813733957577428,30,4,2
-1319666046,7.0,0.0,1,1,2
-1319521549,33.666666666666664,34.83032464895375,14,9,1
-1319080605,39.6,26.166048019628747,34,19,0
-1318981689,44.888888888888886,31.350786192243966,43,13,0
-1318709842,41.5,57.27564927611035,2,2,1
-1318633629,26.8,15.023315213360863,9,5,1
-1317656261,31.0,31.57231082468958,80,31,0
-1317640828,34.583333333333336,36.37546209224348,24,4,1
-1316556189,33.67741935483871,26.937442463077538,41,22,0
-1315762550,21.0,28.284271247461902,2,2,1
-1315684636,74.0,0.0,1,1,3
-1315435767,25.58823529411765,25.729503550227637,29,16,0
-1315361426,21.61111111111111,25.384429894046303,28,13,0
-1315288166,14.333333333333334,23.9220957833269,8,6,1
-1315284855,7.0,0.0,1,1,2
-1314814145,27.0,31.582092575201084,8,6,1
-1314448988,35.714285714285715,25.048963041422482,24,9,1
-1314273735,1.0,0.0,2,1,2
-1314207387,64.625,9.89859297360705,10,5,3
-1313961516,65.0,0.0,1,1,3
-1313951011,37.1,31.45588043264889,46,13,0
-1313817612,1.0,0.0,1,1,2
-1313336285,44.666666666666664,9.073771725877465,3,3,3
-1312895101,25.3,39.12671721471148,22,6,1
-1312841814,31.166666666666668,32.513096580845115,36,22,0
-1312664094,11.454545454545455,7.4480015623472635,13,7,2
-1311797555,15.88888888888889,26.26520723525918,23,6,1
-1311459959,38.09090909090909,35.38887246539927,44,14,0
-1311113117,13.235294117647058,21.02536982957941,19,17,0
-1310207736,23.833333333333332,35.487556504592796,6,5,1
-1309799909,34.4,34.93964721299317,22,14,1
-1309799179,35.333333333333336,37.23715967425631,14,9,1
-1309736331,37.0,20.666666666666664,18,7,1
-1309702590,30.0,4.242640687119285,2,2,2
-1309269081,4.285714285714286,10.522085616183023,23,11,2
-1308781987,8.416666666666666,21.98536014274182,16,10,1
-1308403789,74.0,0.0,1,1,3
-1308136199,74.0,0.0,15,1,3
-1308103649,19.0,24.124676163629637,8,4,1
-1307586007,29.75,33.10623396390364,26,10,1
-1307244591,26.0,21.702534414210707,9,3,1
-1306988731,9.0,11.313708498984761,2,2,2
-1306912656,35.75,40.22747817102136,4,3,1
-1306891635,7.588235294117647,18.31003421463697,19,13,1
-1306660565,74.0,0.0,4,1,3
-1306639042,49.8,28.692333470807146,41,15,0
-1306603789,1.0,0.0,2,1,2
-1306536740,43.0,0.0,1,1,3
-1306379714,36.5,50.204581464244875,2,2,1
-1306202071,1.0,0.0,1,1,2
-1305655768,6.523809523809524,10.27433232681836,25,17,0
-1305158509,18.736842105263158,20.736018328993417,29,14,0
-1304626776,7.315789473684211,12.880013076162044,23,16,0
-1304070584,1.0,0.0,3,2,2
-1303910750,1.0,0.0,7,5,2
-1303156375,50.15,25.079400227865772,46,8,0
-1303036076,6.0,7.0710678118654755,4,2,2
-1302864647,10.5,13.435028842544403,2,2,2
-1302533017,32.35,35.279746687239545,42,9,0
-1302429821,9.25,10.53169818531972,4,4,2
-1301914328,23.5,31.81980515339464,2,2,1
-1301518674,14.85,22.37073981789605,34,11,0
-1301205853,21.8,17.852170736355845,5,5,1
-1300970850,50.166666666666664,24.815073620440433,14,12,1
-1300154818,3.75,4.272001872658765,6,4,2
-1299267147,25.833333333333332,31.160338038388907,8,6,1
-1299232165,19.166666666666668,24.4979900226838,18,8,1
-1299229009,25.36,31.01058958914949,51,13,0
-1298878893,19.0,21.039645117412668,4,4,1
-1298779055,45.0,28.66356572375461,14,3,1
-1298028131,74.0,0.0,1,1,3
-1297976679,31.0,42.42640687119285,2,2,1
-1297589658,14.642857142857142,21.395927516368957,18,13,1
-1296713887,38.92857142857143,31.981880172070234,20,10,1
-1296474861,15.25,25.779219961398788,14,5,1
-1296052444,74.0,0.0,6,3,3
-1295315352,12.5,16.263455967290593,2,2,2
-1295075169,23.23076923076923,28.87661639387437,21,10,1
-1295011294,7.0,10.392304845413264,3,3,2
-1294984153,44.44444444444444,24.707944869667724,72,11,0
-1294885161,29.785714285714285,29.160506937211586,22,12,1
-1294387179,12.0,11.0,3,3,2
-1294368857,27.666666666666668,24.94861385595066,37,13,0
-1293954250,23.170731707317074,25.818503480086125,53,30,0
-1293311199,6.857142857142857,10.04039460427347,7,6,2
-1292791204,53.75,35.36830030785572,4,3,1
-1292671599,1.0,0.0,1,1,2
-1291895791,27.0,27.062889720057612,18,6,1
-1291249457,19.307692307692307,20.588769654776264,15,7,1
-1290698536,48.2,29.209098386828522,27,9,1
-1290491293,1.0,0.0,2,1,2
-1290286705,25.25,25.064915718988566,4,4,1
-1290109728,14.166666666666666,15.854547192104436,8,6,2
-1289694829,12.0,0.0,1,1,2
-1289657676,1.0,0.0,2,2,2
-1289423569,44.72727272727273,38.28861687000696,15,4,1
-1288819367,13.153846153846153,16.78216391413889,19,9,1
-1287751376,47.8125,32.317629347875545,22,10,1
-1287594047,74.0,0.0,2,1,3
-1287036558,1.0,0.0,2,2,2
-1286980959,38.583333333333336,34.63697008933803,20,10,1
-1286578601,74.0,0.0,3,1,3
-1286463170,74.0,0.0,1,1,3
-1286296166,13.666666666666666,21.93931022920578,3,3,1
-1286042566,1.0,0.0,9,5,2
-1285896710,1.0,0.0,11,3,2
-1285886578,30.055555555555557,30.081208170007407,24,16,0
-1285597632,28.875,32.71276509254453,8,7,1
-1285474270,25.0,27.94756995995657,26,12,1
-1285422080,21.125,27.46133645691702,10,8,1
-1284814921,29.0,33.54740781980884,8,5,1
-1284801023,20.5,27.577164466275352,4,2,1
-1284788504,29.0,0.0,3,1,2
-1284407888,18.818181818181817,24.866918513632452,17,9,1
-1283728668,39.25,32.17556008318529,20,14,1
-1283582504,35.142857142857146,29.96903163505383,11,6,1
-1283576352,14.0,0.0,8,1,2
-1283164582,1.0,0.0,2,2,2
-1282992614,63.57142857142857,27.591406529673588,9,5,3
-1282415343,25.75,28.860599621738906,56,14,0
-1282380836,1.0,0.0,1,1,2
-1282348829,2.176470588235294,4.85071250072666,17,4,2
-1282280577,74.0,0.0,4,4,3
-1282113242,42.333333333333336,40.525712002793156,5,3,1
-1282093989,8.588235294117647,10.03779621934897,17,8,2
-1282037648,8.333333333333334,15.214028613968972,8,5,2
-1281398615,21.857142857142858,21.122094052031326,11,6,1
-1281120590,37.5,51.61879502661797,2,2,1
-1280689152,20.833333333333332,26.65741260998193,30,4,1
-1280684182,50.0,0.0,1,1,3
-1280484566,15.571428571428571,23.20098520075633,11,6,1
-1280115672,38.892857142857146,33.83438891151831,30,25,0
-1279312162,1.0,0.0,1,1,2
-1278884251,24.75,27.175356483402386,10,8,1
-1278870660,7.0,8.48528137423857,2,2,2
-1278862184,62.357142857142854,19.401059221112103,18,11,3
-1278634482,24.0,30.913368687937645,12,10,1
-1278447243,57.0,24.041630560342615,2,2,3
-1278348492,52.0,31.722006782133352,14,4,1
-1277947126,39.55555555555556,36.91041973436932,36,13,0
-1277275032,33.5,10.606601717798213,2,2,2
-1277073007,34.25,24.613004692641653,32,14,0
-1276559526,28.666666666666668,35.398681708033514,10,6,1
-1276186631,42.18181818181818,34.12863367267486,15,11,1
-1275099057,9.142857142857142,10.090796590169472,26,8,2
-1274823435,14.214285714285714,16.95323237356487,18,13,1
-1274762376,47.5,24.45589722522789,16,11,1
-1274688467,23.4,23.086564787430166,34,13,0
-1274226621,34.18181818181818,38.123006654297825,13,6,1
-1274048001,3.8333333333333335,6.940220937885671,18,2,2
-1273849035,24.36842105263158,31.195103829350796,23,13,1
-1273847248,4.714285714285714,10.730463976122241,30,10,2
-1273526188,41.0,35.34119409414458,9,3,1
-1273488891,66.0,0.0,1,1,3
-1273129589,27.636363636363637,31.6836636999976,13,10,1
-1273027172,4.5,4.725815626252608,4,4,2
-1272533037,10.5,19.0,4,3,2
-1272415639,1.0,0.0,5,4,2
-1272278267,15.11111111111111,27.321374715410442,18,12,1
-1272234324,45.333333333333336,33.65744389301963,20,13,1
-1272170574,17.91304347826087,23.535105391112037,35,14,0
-1271860841,38.25,26.28529373369578,6,4,1
-1271832910,35.25,25.276800957927144,4,3,1
-1271785537,26.0,41.58124577258358,5,3,1
-1271699474,56.333333333333336,2.309401076758502,3,2,3
-1271694662,20.2,27.22498852157701,7,5,1
-1271652254,74.0,0.0,2,2,3
-1271387448,5.916666666666667,11.516457262491269,16,11,2
-1271159381,26.2,30.914397940118455,5,5,1
-1270695802,53.9,29.38423613663172,12,9,1
-1270252086,46.94117647058823,34.196985591268295,33,9,1
-1269971042,29.0,0.0,1,1,2
-1269694312,1.0,0.0,1,1,2
-1269449011,29.0,35.185224171518364,8,4,1
-1268605194,1.0,0.0,1,1,2
-1268011638,25.5,29.4193813667113,12,3,1
-1267613953,35.0,0.0,1,1,3
-1266684005,15.25,16.13484841370793,26,6,1
-1266543309,21.875,26.470671101644335,10,8,1
-1266452282,16.8,35.32987404449668,9,5,1
-1265505643,2.923076923076923,5.392302205637503,13,8,2
-1265450543,23.0,33.27375628243462,17,12,1
-1264847288,36.42857142857143,35.855530223649566,7,4,1
-1264003601,17.0625,25.862376147600976,18,11,1
-1263630963,43.96,26.179635851809195,37,16,0
-1263105613,42.666666666666664,33.70954365359065,3,3,1
-1262668705,22.0,27.98900883176493,22,12,1
-1262552791,28.64,28.845681363651877,45,21,0
-1262029748,25.5,34.64823227814083,2,2,1
-1261748201,9.5,18.041618552668716,8,5,2
-1261468015,35.5,14.849242404917497,2,2,1
-1260943299,1.0,0.0,7,3,2
-1260273726,22.77777777777778,30.31821967801613,9,8,1
-1259751368,28.384615384615383,27.66628050394698,23,11,1
-1259188994,1.0,0.0,2,2,2
-1258796754,4.6,5.796550698475775,18,6,2
-1258333898,22.0,0.0,1,1,2
-1258139956,38.88235294117647,35.40988977838885,19,16,0
-1257759355,19.25,36.5,4,2,1
-1257710828,31.59375,27.54803356368302,74,18,0
-1257577894,1.0,0.0,1,1,2
-1256681797,24.4,33.64223535973792,7,5,1
-1256471882,18.666666666666668,27.387866621831613,17,14,1
-1255758868,1.0,0.0,1,1,2
-1255649198,49.0,35.35533905932738,2,2,1
-1255303765,13.461538461538462,23.00585209830818,13,9,1
-1255257221,5.0,6.4635731432217725,10,8,2
-1254956181,18.9,22.422458979038552,10,9,1
-1254680870,74.0,0.0,2,2,3
-1253765712,14.153846153846153,21.516838963341222,43,13,0
-1252692214,34.38461538461539,20.147532775083825,19,9,1
-1252613204,1.0,0.0,1,1,2
-1252606158,74.0,0.0,1,1,3
-1252440817,32.666666666666664,29.125017882684066,15,6,1
-1251995389,74.0,0.0,3,3,3
-1251985659,13.384615384615385,19.120401240291578,19,11,1
-1251455077,55.121212121212125,22.871594795397378,45,11,0
-1250943228,11.23076923076923,18.303705663762216,21,10,1
-1250897598,11.714285714285714,13.816828938101605,15,7,2
-1250750932,47.0,32.89376840679705,7,6,1
-1250299495,1.0,0.0,4,1,2
-1250236665,28.833333333333332,35.91889010905914,10,5,1
-1249864866,49.6,29.854647879350377,7,5,1
-1248898789,1.0,0.0,1,1,2
-1248649904,19.6875,24.23143619350698,16,8,1
-1248164781,46.470588235294116,35.286537176129265,19,11,1
-1247985971,1.0,0.0,2,1,2
-1247866256,74.0,0.0,1,1,3
-1247674458,25.5,34.64823227814083,2,2,1
-1247409418,33.6,29.86915912218934,35,20,0
-1247083478,13.0,0.0,1,1,2
-1246610012,32.5,44.54772721475249,2,2,1
-1246389719,5.863636363636363,16.015752526944496,24,18,0
-1246017555,25.125,20.23742996105413,14,6,1
-1245925212,41.083333333333336,25.875430021313246,26,12,1
-1245909469,12.68421052631579,20.0306782255479,19,18,0
-1245865141,45.92307692307692,36.96498689855383,13,8,1
-1245546034,1.0,0.0,1,1,2
-1245289832,35.09090909090909,31.277642319888965,13,11,1
-1244603894,24.115384615384617,23.91037753458012,36,16,0
-1244119151,49.833333333333336,27.471748573706947,12,7,1
-1244050195,30.625,28.934120573007455,30,6,1
-1243792892,28.5,28.544754865001558,56,26,0
-1243335677,25.463414634146343,24.36298171506888,99,29,0
-1243162526,39.166666666666664,24.53908447083278,18,5,1
-1243017525,59.733333333333334,23.971610192853028,27,6,1
-1243001547,13.0,18.373894524569362,8,5,2
-1242706652,26.0,22.28788908802267,15,9,1
-1242675185,22.4,13.501851724856113,5,4,2
-1242621179,37.6,30.139674848942878,27,12,1
-1242491147,12.2,15.401298646542765,9,5,2
-1242173251,7.0,8.48528137423857,2,2,2
-1242162759,10.0,22.045407685048602,6,6,1
-1241875471,22.5,24.826061575153908,4,3,1
-1241491360,39.92307692307692,31.28056658939934,36,14,0
-1241487348,38.0625,27.92147687655046,42,25,0
-1241378506,68.9,22.002272609891914,10,6,3
-1241251428,52.333333333333336,28.744308899635193,23,13,1
-1240954856,45.92307692307692,36.964986898553825,17,6,1
-1240750037,1.0,0.0,2,2,2
-1240558188,74.0,0.0,1,1,3
-1239778717,48.875,32.22188697143604,16,14,1
-1239129215,32.357142857142854,25.04951141196215,22,11,1
